270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
271118	RP	----GS--	σου	σύ		su/
271118	C-	--------	καὶ	καί		kai/
271118	RA	----NSM-	ὁ	ὁ		o(
271118	N-	----NSM-	καιρὸς	καιρός		kairo/j
271118	RA	----GPM-	τῶν	ὁ		o(
271118	A-	----GPM-	νεκρῶν	νεκρός		nekro/j
271118	V-	-APN----	κριθῆναι	κρίνω		kri/nw
271118	C-	--------	καὶ	καί		kai/
271118	V-	-AAN----	δοῦναι	δίδωμι		di/dwmi
271118	RA	----ASM-	τὸν	ὁ		o(
271118	N-	----ASM-	μισθὸν	μισθός		misqo/j
271118	RA	----DPM-	τοῖς	ὁ		o(
271118	N-	----DPM-	δούλοις	δοῦλος		dou=loj
271118	RP	----GS--	σου	σύ		su/
271118	RA	----DPM-	τοῖς	ὁ		o(
271118	N-	----DPM-	προφήταις	προφήτης		profh/thj
271118	C-	--------	καὶ	καί		kai/
271118	RA	----DPM-	τοῖς	ὁ		o(
271118	A-	----DPM-	ἁγίοις	ἅγιος		a(/gioj
271118	C-	--------	καὶ	καί		kai/
271118	RA	----DPM-	τοῖς	ὁ		o(
271118	V-	-PMPDPM-	φοβουμένοις	φοβέομαι		fobe/omai
271118	RA	----ASN-	τὸ	ὁ		o(
271118	N-	----ASN-	ὄνομά	ὄνομα		o)/noma
271118	RP	----GS--	σου	σύ	,	su/
271118	RA	----APM-	τοὺς	ὁ		o(
271118	A-	----APM-	μικροὺς	μικρός		mikro/j
271118	C-	--------	καὶ	καί		kai/
271118	RA	----APM-	τοὺς	ὁ		o(
271118	A-	----APM-	μεγάλους	μέγας	,	me/gaj
271118	C-	--------	καὶ	καί		kai/
271118	V-	-AAN----	διαφθεῖραι	διαφθείρω		diafqei/rw
271118	RA	----APM-	τοὺς	ὁ		o(
271118	V-	-PAPAPM-	διαφθείροντας	διαφθείρω		diafqei/rw
271118	RA	----ASF-	τὴν	ὁ		o(
271118	N-	----ASF-	γῆν	γῆ	.	gh=
271119	C-	--------	Καὶ	καί		kai/
271119	V-	3API-S--	ἠνοίγη	ἀνοίγω		a)noi/gw
271119	RA	----NSM-	ὁ	ὁ		o(
271119	N-	----NSM-	ναὸς	ναός		nao/j
271119	RA	----GSM-	τοῦ	ὁ		o(
271119	N-	----GSM-	θεοῦ	θεός		qeo/j
271119	RA	----NSM-	ὁ	ὁ		o(
271119	P-	--------	ἐν	ἐν		e)n
271119	RA	----DSM-	τῷ	ὁ		o(
271119	N-	----DSM-	οὐρανῷ	οὐρανός	,	ou)rano/j
271119	C-	--------	καὶ	καί		kai/
271119	V-	3API-S--	ὤφθη	ὁράω		o(ra/w
271119	RA	----NSF-	ἡ	ὁ		o(
271119	N-	----NSF-	κιβωτὸς	κιβωτός		kibwto/j
271119	RA	----GSF-	τῆς	ὁ		o(
271119	N-	----GSF-	διαθήκης	διαθήκη		diaqh/kh
271119	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271119	P-	--------	ἐν	ἐν		e)n
271119	RA	----DSM-	τῷ	ὁ		o(
271119	N-	----DSM-	ναῷ	ναός		nao/j
271119	RP	----GSM-	αὐτοῦ	αὐτός	·	au)to/j
271119	C-	--------	καὶ	καί		kai/
271119	V-	3AMI-P--	ἐγένοντο	γίνομαι		gi/nomai
271119	N-	----NPF-	ἀστραπαὶ	ἀστραπή		a)straph/
271119	C-	--------	καὶ	καί		kai/
271119	N-	----NPF-	φωναὶ	φωνή		fwnh/
271119	C-	--------	καὶ	καί		kai/
271119	N-	----NPF-	βρονταὶ	βροντή		bronth/
271119	C-	--------	καὶ	καί		kai/
271119	N-	----NSM-	σεισμὸς	σεισμός		seismo/j
271119	C-	--------	καὶ	καί		kai/
271119	N-	----NSF-	χάλαζα	χάλαζα		xa/laza
271119	A-	----NSF-	μεγάλη	μέγας	.	me/gaj
271201	C-	--------	Καὶ	καί		kai/
271201	N-	----NSN-	σημεῖον	σημεῖον		shmei=on
271201	A-	----NSN-	μέγα	μέγας		me/gaj
271201	V-	3API-S--	ὤφθη	ὁράω		o(ra/w
271201	P-	--------	ἐν	ἐν		e)n
271201	RA	----DSM-	τῷ	ὁ		o(
271201	N-	----DSM-	οὐρανῷ	οὐρανός	,	ou)rano/j
271201	N-	----NSF-	γυνὴ	γυνή		gunh/
271201	V-	-XMPNSF-	περιβεβλημένη	περιβάλλω		periba/llw
271201	RA	----ASM-	τὸν	ὁ		o(
271201	N-	----ASM-	ἥλιον	ἥλιος	,	h(/lioj
271201	C-	--------	καὶ	καί		kai/
271201	RA	----NSF-	ἡ	ὁ		o(
271201	N-	----NSF-	σελήνη	σελήνη		selh/nh
271201	P-	--------	ὑποκάτω	ὑποκάτω		u(poka/tw
271201	RA	----GPM-	τῶν	ὁ		o(
271201	N-	----GPM-	ποδῶν	πούς		pou/j
271201	RP	----GSF-	αὐτῆς	αὐτός	,	au)to/j
271201	C-	--------	καὶ	καί		kai/
271201	P-	--------	ἐπὶ	ἐπί		e)pi/
271201	RA	----GSF-	τῆς	ὁ		o(
271201	N-	----GSF-	κεφαλῆς	κεφαλή		kefalh/
271201	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
271201	N-	----NSM-	στέφανος	στέφανος		ste/fanoj
271201	N-	----GPM-	ἀστέρων	ἀστήρ		a)sth/r
271201	A-	----GPM-	δώδεκα	δώδεκα	,	dw/deka
271202	C-	--------	καὶ	καί		kai/
271202	P-	--------	ἐν	ἐν		e)n
271202	N-	----DSF-	γαστρὶ	γαστήρ		gasth/r
271202	V-	-PAPNSF-	ἔχουσα	ἔχω	·	e)/xw
271202	C-	--------	καὶ	καί		kai/
271202	V-	3PAI-S--	κράζει	κράζω		kra/zw
271202	V-	-PAPNSF-	ὠδίνουσα	ὠδίνω		w)di/nw
271202	C-	--------	καὶ	καί		kai/
271202	V-	-PPPNSF-	βασανιζομένη	βασανίζω		basani/zw
271202	V-	-AAN----	τεκεῖν	τίκτω	.	ti/ktw
271203	C-	--------	καὶ	καί		kai/
271203	V-	3API-S--	ὤφθη	ὁράω		o(ra/w
271203	A-	----NSN-	ἄλλο	ἄλλος		a)/lloj
271203	N-	----NSN-	σημεῖον	σημεῖον		shmei=on
271203	P-	--------	ἐν	ἐν		e)n
271203	RA	----DSM-	τῷ	ὁ		o(
271203	N-	----DSM-	οὐρανῷ	οὐρανός	,	ou)rano/j
271203	C-	--------	καὶ	καί		kai/
271203	X-	--------	ἰδοὺ	ἰδού		i)dou/
271203	N-	----NSM-	δράκων	δράκων		dra/kwn
271203	A-	----NSM-	μέγας	μέγας		me/gaj
271203	A-	----NSM-	πυρρός	πυρρός	,	purro/j
271203	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
271203	N-	----APF-	κεφαλὰς	κεφαλή		kefalh/
271203	A-	----APF-	ἑπτὰ	ἑπτά		e(pta/
271203	C-	--------	καὶ	καί		kai/
271203	N-	----APN-	κέρατα	κέρας		ke/raj
271203	A-	----APN-	δέκα	δέκα		de/ka
271203	C-	--------	καὶ	καί		kai/
271203	P-	--------	ἐπὶ	ἐπί		e)pi/
271203	RA	----APF-	τὰς	ὁ		o(
271203	N-	----APF-	κεφαλὰς	κεφαλή		kefalh/
271203	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271203	A-	----APN-	ἑπτὰ	ἑπτά		e(pta/
271203	N-	----APN-	διαδήματα	διάδημα	,	dia/dhma
271204	C-	--------	καὶ	καί		kai/
271204	RA	----NSF-	ἡ	ὁ		o(
271204	N-	----NSF-	οὐρὰ	οὐρά		ou)ra/
271204	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271204	V-	3PAI-S--	σύρει	σύρω		su/rw
271204	RA	----ASN-	τὸ	ὁ		o(
271204	A-	----ASN-	τρίτον	τρίτος		tri/toj
271204	RA	----GPM-	τῶν	ὁ		o(
271204	N-	----GPM-	ἀστέρων	ἀστήρ		a)sth/r
271204	RA	----GSM-	τοῦ	ὁ		o(
271204	N-	----GSM-	οὐρανοῦ	οὐρανός	,	ou)rano/j
271204	C-	--------	καὶ	καί		kai/
271204	V-	3AAI-S--	ἔβαλεν	βάλλω		ba/llw
271204	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271204	P-	--------	εἰς	εἰς		ei)j
271204	RA	----ASF-	τὴν	ὁ		o(
271204	N-	----ASF-	γῆν	γῆ	.	gh=
271204	C-	--------	καὶ	καί		kai/
271204	RA	----NSM-	ὁ	ὁ		o(
271204	N-	----NSM-	δράκων	δράκων		dra/kwn
271204	V-	3XAI-S--	ἕστηκεν	ἵστημι		i(/sthmi
271204	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
271204	RA	----GSF-	τῆς	ὁ		o(
271204	N-	----GSF-	γυναικὸς	γυνή		gunh/
271204	RA	----GSF-	τῆς	ὁ		o(
271204	V-	-PAPGSF-	μελλούσης	μέλλω		me/llw
271204	V-	-AAN----	τεκεῖν	τίκτω	,	ti/ktw
271204	C-	--------	ἵνα	ἵνα		i(/na
271204	C-	--------	ὅταν	ὅταν		o(/tan
271204	V-	3AAS-S--	τέκῃ	τίκτω		ti/ktw
271204	RA	----ASN-	τὸ	ὁ		o(
271204	N-	----ASN-	τέκνον	τέκνον		te/knon
271204	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
271204	V-	3AAS-S--	καταφάγῃ	κατεσθίω	.	katesqi/w
271205	C-	--------	καὶ	καί		kai/
271205	V-	3AAI-S--	ἔτεκεν	τίκτω		ti/ktw
271205	N-	----ASM-	υἱόν	υἱός	,	ui(o/j
271205	A-	----ASN-	ἄρσεν	ἄρσην	,	a)/rshn
271205	RR	----NSM-	ὃς	ὅς		o(/j
271205	V-	3PAI-S--	μέλλει	μέλλω		me/llw
271205	V-	-PAN----	ποιμαίνειν	ποιμαίνω		poimai/nw
271205	A-	----APN-	πάντα	πᾶς		pa=j
271205	RA	----APN-	τὰ	ὁ		o(
271205	N-	----APN-	ἔθνη	ἔθνος		e)/qnoj
271205	P-	--------	ἐν	ἐν		e)n
271205	N-	----DSF-	ῥάβδῳ	ῥάβδος		r(a/bdoj
271205	A-	----DSF-	σιδηρᾷ	σιδηροῦς	·	sidhrou=j
271205	C-	--------	καὶ	καί		kai/
271205	V-	3API-S--	ἡρπάσθη	ἁρπάζω		a(rpa/zw
271205	RA	----NSN-	τὸ	ὁ		o(
271205	N-	----NSN-	τέκνον	τέκνον		te/knon
271205	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
271205	P-	--------	πρὸς	πρός		pro/j
271205	RA	----ASM-	τὸν	ὁ		o(
271205	N-	----ASM-	θεὸν	θεός		qeo/j
271205	C-	--------	καὶ	καί		kai/
271205	P-	--------	πρὸς	πρός		pro/j
271205	RA	----ASM-	τὸν	ὁ		o(
271205	N-	----ASM-	θρόνον	θρόνος		qro/noj
271205	RP	----GSM-	αὐτοῦ	αὐτός	.	au)to/j
271206	C-	--------	καὶ	καί		kai/
271206	RA	----NSF-	ἡ	ὁ		o(
271206	N-	----NSF-	γυνὴ	γυνή		gunh/
271206	V-	3AAI-S--	ἔφυγεν	φεύγω		feu/gw
271206	P-	--------	εἰς	εἰς		ei)j
271206	RA	----ASF-	τὴν	ὁ		o(
271206	A-	----ASF-	ἔρημον	ἔρημος	,	e)/rhmoj
271206	D-	--------	ὅπου	ὅπου		o(/pou
271206	V-	3PAI-S--	ἔχει	ἔχω		e)/xw
271206	D-	--------	ἐκεῖ	ἐκεῖ		e)kei=
271206	N-	----ASM-	τόπον	τόπος		to/poj
271206	V-	-XPPASM-	ἡτοιμασμένον	ἑτοιμάζω		e(toima/zw
271206	P-	--------	ἀπὸ	ἀπό		a)po/
271206	RA	----GSM-	τοῦ	ὁ		o(
271206	N-	----GSM-	θεοῦ	θεός	,	qeo/j
271206	C-	--------	ἵνα	ἵνα		i(/na
271206	D-	--------	ἐκεῖ	ἐκεῖ		e)kei=
271206	V-	3PAS-P--	τρέφωσιν	τρέφω		tre/fw
271206	RP	----ASF-	αὐτὴν	ἑαυτοῦ		e(autou=
271206	N-	----APF-	ἡμέρας	ἡμέρα		h(me/ra
271206	A-	----APF-	χιλίας	χίλιοι		xi/lioi
271206	A-	----APF-	διακοσίας	διακόσιοι		diako/sioi
271206	A-	----APF-	ἑξήκοντα	ἑξήκοντα	.	e(ch/konta
271207	C-	--------	Καὶ	καί		kai/
271207	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
271207	N-	----NSM-	πόλεμος	πόλεμος		po/lemoj
271207	P-	--------	ἐν	ἐν		e)n
271207	RA	----DSM-	τῷ	ὁ		o(
271207	N-	----DSM-	οὐρανῷ	οὐρανός	,	ou)rano/j
271207	RA	----NSM-	ὁ	ὁ		o(
271207	N-	----NSM-	Μιχαὴλ	Μιχαήλ		Mixah/l
271207	C-	--------	καὶ	καί		kai/
271207	RA	----NPM-	οἱ	ὁ		o(
271207	N-	----NPM-	ἄγγελοι	ἄγγελος		a)/ggeloj
271207	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271207	RA	----GSN-	τοῦ	ὁ		o(
271207	V-	-AAN----	πολεμῆσαι	πολεμέω		poleme/w
271207	P-	--------	μετὰ	μετά		meta/
271207	RA	----GSM-	τοῦ	ὁ		o(
271207	N-	----GSM-	δράκοντος	δράκων	.	dra/kwn
271207	C-	--------	καὶ	καί		kai/
271207	RA	----NSM-	ὁ	ὁ		o(
271207	N-	----NSM-	δράκων	δράκων		dra/kwn
271207	V-	3AAI-S--	ἐπολέμησεν	πολεμέω		poleme/w
271207	C-	--------	καὶ	καί		kai/
271207	RA	----NPM-	οἱ	ὁ		o(
271207	N-	----NPM-	ἄγγελοι	ἄγγελος		a)/ggeloj
271207	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
271208	C-	--------	καὶ	καί		kai/
271208	D-	--------	οὐκ	οὐ		ou)
271208	V-	3AAI-S--	ἴσχυσεν	ἰσχύω	,	i)sxu/w
271208	C-	--------	οὐδὲ	οὐδέ		ou)de/
271208	N-	----NSM-	τόπος	τόπος		to/poj
271208	V-	3API-S--	εὑρέθη	εὑρίσκω		eu(ri/skw
271208	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271208	D-	--------	ἔτι	ἔτι		e)/ti
271208	P-	--------	ἐν	ἐν		e)n
271208	RA	----DSM-	τῷ	ὁ		o(
271208	N-	----DSM-	οὐρανῷ	οὐρανός	.	ou)rano/j
271209	C-	--------	καὶ	καί		kai/
271209	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
271209	RA	----NSM-	ὁ	ὁ		o(
271209	N-	----NSM-	δράκων	δράκων		dra/kwn
271209	RA	----NSM-	ὁ	ὁ		o(
271209	A-	----NSM-	μέγας	μέγας	,	me/gaj
271209	RA	----NSM-	ὁ	ὁ		o(
271209	N-	----NSM-	ὄφις	ὄφις		o)/fij
271209	RA	----NSM-	ὁ	ὁ		o(
271209	A-	----NSM-	ἀρχαῖος	ἀρχαῖος	,	a)rxai=oj
271209	RA	----NSM-	ὁ	ὁ		o(
271209	V-	-PPPNSM-	καλούμενος	καλέω		kale/w
271209	A-	----NSM-	Διάβολος	Διάβολος		Dia/boloj
271209	C-	--------	καὶ	καί		kai/
271209	RA	----NSM-	ὁ	ὁ		o(
271209	N-	----NSM-	Σατανᾶς	Σατανᾶς	,	Satana=j
271209	RA	----NSM-	ὁ	ὁ		o(
271209	V-	-PAPNSM-	πλανῶν	πλανάω		plana/w
271209	RA	----ASF-	τὴν	ὁ		o(
271209	N-	----ASF-	οἰκουμένην	οἰκουμένη		oi)koume/nh
271209	A-	----ASF-	ὅλην	ὅλος		o(/loj
271209	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
271209	P-	--------	εἰς	εἰς		ei)j
271209	RA	----ASF-	τὴν	ὁ		o(
271209	N-	----ASF-	γῆν	γῆ	,	gh=
271209	C-	--------	καὶ	καί		kai/
271209	RA	----NPM-	οἱ	ὁ		o(
271209	N-	----NPM-	ἄγγελοι	ἄγγελος		a)/ggeloj
271209	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271209	P-	--------	μετ	μετά		meta/
271209	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271209	V-	3API-P--	ἐβλήθησαν	βάλλω	.	ba/llw
271210	C-	--------	Καὶ	καί		kai/
271210	V-	1AAI-S--	ἤκουσα	ἀκούω		a)kou/w
271210	N-	----ASF-	φωνὴν	φωνή		fwnh/
271210	A-	----ASF-	μεγάλην	μέγας		me/gaj
271210	P-	--------	ἐν	ἐν		e)n
271210	RA	----DSM-	τῷ	ὁ		o(
271210	N-	----DSM-	οὐρανῷ	οὐρανός		ou)rano/j
271210	V-	-PAPASF-	λέγουσαν	λέγω	·	le/gw
271210	D-	--------	Ἄρτι	ἄρτι		a)/rti
271210	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
271210	RA	----NSF-	ἡ	ὁ		o(
271210	N-	----NSF-	σωτηρία	σωτηρία		swthri/a
271210	C-	--------	καὶ	καί		kai/
271210	RA	----NSF-	ἡ	ὁ		o(
271210	N-	----NSF-	δύναμις	δύναμις		du/namij
271210	C-	--------	καὶ	καί		kai/
271210	RA	----NSF-	ἡ	ὁ		o(
271210	N-	----NSF-	βασιλεία	βασιλεία		basilei/a
271210	RA	----GSM-	τοῦ	ὁ		o(
271210	N-	----GSM-	θεοῦ	θεός		qeo/j
271210	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
271210	C-	--------	καὶ	καί		kai/
271210	RA	----NSF-	ἡ	ὁ		o(
271210	N-	----NSF-	ἐξουσία	ἐξουσία		e)cousi/a
271210	RA	----GSM-	τοῦ	ὁ		o(
271210	N-	----GSM-	χριστοῦ	Χριστός		Xristo/j
271210	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
271210	C-	--------	ὅτι	ὅτι		o(/ti
271210	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
271210	RA	----NSM-	ὁ	ὁ		o(
271210	N-	----NSM-	κατήγωρ	κατήγωρ		kath/gwr
271210	RA	----GPM-	τῶν	ὁ		o(
271210	N-	----GPM-	ἀδελφῶν	ἀδελφός		a)delfo/j
271210	RP	----GP--	ἡμῶν	ἐγώ	,	e)gw/
271210	RA	----NSM-	ὁ	ὁ		o(
271210	V-	-PAPNSM-	κατηγορῶν	κατηγορέω		kathgore/w
271210	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271210	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
271210	RA	----GSM-	τοῦ	ὁ		o(
271210	N-	----GSM-	θεοῦ	θεός		qeo/j
271210	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
271210	N-	----GSF-	ἡμέρας	ἡμέρα		h(me/ra
271210	C-	--------	καὶ	καί		kai/
271210	N-	----GSF-	νυκτός	νύξ	.	nu/c
271211	C-	--------	καὶ	καί		kai/
271211	RP	----NPM-	αὐτοὶ	αὐτός		au)to/j
271211	V-	3AAI-P--	ἐνίκησαν	νικάω		nika/w
271211	RP	----ASM-	αὐτὸν	αὐτός		au)to/j
271211	P-	--------	διὰ	διά		dia/
271211	RA	----ASN-	τὸ	ὁ		o(
271211	N-	----ASN-	αἷμα	αἷμα		ai(=ma
271211	RA	----GSN-	τοῦ	ὁ		o(
271211	N-	----GSN-	ἀρνίου	ἀρνίον		a)rni/on
271211	C-	--------	καὶ	καί		kai/
271211	P-	--------	διὰ	διά		dia/
271211	RA	----ASM-	τὸν	ὁ		o(
271211	N-	----ASM-	λόγον	λόγος		lo/goj
271211	RA	----GSF-	τῆς	ὁ		o(
271211	N-	----GSF-	μαρτυρίας	μαρτυρία		marturi/a
271211	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
271211	C-	--------	καὶ	καί		kai/
271211	D-	--------	οὐκ	οὐ		ou)
271211	V-	3AAI-P--	ἠγάπησαν	ἀγαπάω		a)gapa/w
271211	RA	----ASF-	τὴν	ὁ		o(
271211	N-	----ASF-	ψυχὴν	ψυχή		yuxh/
271211	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271211	P-	--------	ἄχρι	ἄχρι		a)/xri
271211	N-	----GSM-	θανάτου	θάνατος	·	qa/natoj
271212	P-	--------	διὰ	διά		dia/
271212	RD	----ASN-	τοῦτο	οὗτος		ou(=toj
271212	V-	2PPD-P--	εὐφραίνεσθε	εὐφραίνω	,	eu)frai/nw
271212	RA	----VPM-	οἱ	ὁ		o(
271212	N-	----VPM-	οὐρανοὶ	οὐρανός		ou)rano/j
271212	C-	--------	καὶ	καί		kai/
271212	RA	----VPM-	οἱ	ὁ		o(
271212	P-	--------	ἐν	ἐν		e)n
271212	RP	----DPM-	αὐτοῖς	αὐτός		au)to/j
271212	V-	-PAPVPM-	σκηνοῦντες	σκηνόω	.	skhno/w
271212	X-	--------	οὐαὶ	οὐαί		ou)ai/
271212	RA	----ASF-	τὴν	ὁ		o(
271212	N-	----ASF-	γῆν	γῆ		gh=
271212	C-	--------	καὶ	καί		kai/
271212	RA	----ASF-	τὴν	ὁ		o(
271212	N-	----ASF-	θάλασσαν	θάλασσα	,	qa/lassa
271212	C-	--------	ὅτι	ὅτι		o(/ti
271212	V-	3AAI-S--	κατέβη	καταβαίνω		katabai/nw
271212	RA	----NSM-	ὁ	ὁ		o(
271212	A-	----NSM-	διάβολος	διάβολος		dia/boloj
271212	P-	--------	πρὸς	πρός		pro/j
271212	RP	----AP--	ὑμᾶς	σύ	,	su/
271212	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
271212	N-	----ASM-	θυμὸν	θυμός		qumo/j
271212	A-	----ASM-	μέγαν	μέγας	,	me/gaj
271212	V-	-XAPNSM-	εἰδὼς	ὁράω		o(ra/w
271212	C-	--------	ὅτι	ὅτι		o(/ti
271212	A-	----ASM-	ὀλίγον	ὀλίγος		o)li/goj
271212	N-	----ASM-	καιρὸν	καιρός		kairo/j
271212	V-	3PAI-S--	ἔχει	ἔχω	.	e)/xw
271213	C-	--------	Καὶ	καί		kai/
271213	C-	--------	ὅτε	ὅτε		o(/te
271213	V-	3AAI-S--	εἶδεν	ὁράω		o(ra/w
271213	RA	----NSM-	ὁ	ὁ		o(
271213	N-	----NSM-	δράκων	δράκων		dra/kwn
271213	C-	--------	ὅτι	ὅτι		o(/ti
271213	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
271213	P-	--------	εἰς	εἰς		ei)j
271213	RA	----ASF-	τὴν	ὁ		o(
271213	N-	----ASF-	γῆν	γῆ	,	gh=
271213	V-	3AAI-S--	ἐδίωξεν	διώκω		diw/kw
271213	RA	----ASF-	τὴν	ὁ		o(
271213	N-	----ASF-	γυναῖκα	γυνή		gunh/
271213	RR	----NSF-	ἥτις	ὅστις		o(/stij
271213	V-	3AAI-S--	ἔτεκεν	τίκτω		ti/ktw
271213	RA	----ASM-	τὸν	ὁ		o(
271213	A-	----ASM-	ἄρσενα	ἄρσην	.	a)/rshn
271214	C-	--------	καὶ	καί		kai/
271214	V-	3API-P--	ἐδόθησαν	δίδωμι		di/dwmi
271214	RA	----DSF-	τῇ	ὁ		o(
271214	N-	----DSF-	γυναικὶ	γυνή		gunh/
271214	RA	----NPF-	αἱ	ὁ		o(
271214	A-	----NPF-	δύο	δύο		du/o
271214	N-	----NPF-	πτέρυγες	πτέρυξ		pte/ruc
271214	RA	----GSM-	τοῦ	ὁ		o(
271214	N-	----GSM-	ἀετοῦ	ἀετός		a)eto/j
271214	RA	----GSM-	τοῦ	ὁ		o(
271214	A-	----GSM-	μεγάλου	μέγας	,	me/gaj
271214	C-	--------	ἵνα	ἵνα		i(/na
271214	V-	3PMS-S--	πέτηται	πέτομαι		pe/tomai
271214	P-	--------	εἰς	εἰς		ei)j
271214	RA	----ASF-	τὴν	ὁ		o(
271214	A-	----ASF-	ἔρημον	ἔρημος		e)/rhmoj
271214	P-	--------	εἰς	εἰς		ei)j
271214	RA	----ASM-	τὸν	ὁ		o(
271214	N-	----ASM-	τόπον	τόπος		to/poj
271214	RP	----GSF-	αὐτῆς	αὐτός	,	au)to/j
271214	D-	--------	ὅπου	ὅπου		o(/pou
271214	V-	3PPI-S--	τρέφεται	τρέφω		tre/fw
271214	D-	--------	ἐκεῖ	ἐκεῖ		e)kei=
271214	N-	----ASM-	καιρὸν	καιρός		kairo/j
271214	C-	--------	καὶ	καί		kai/
271214	N-	----APM-	καιροὺς	καιρός		kairo/j
271214	C-	--------	καὶ	καί		kai/
271214	A-	----ASN-	ἥμισυ	ἥμισυς		h(/misuj
271214	N-	----GSM-	καιροῦ	καιρός		kairo/j
271214	P-	--------	ἀπὸ	ἀπό		a)po/
271214	N-	----GSN-	προσώπου	πρόσωπον		pro/swpon
271214	RA	----GSM-	τοῦ	ὁ		o(
271214	N-	----GSM-	ὄφεως	ὄφις	.	o)/fij
271215	C-	--------	καὶ	καί		kai/
271215	V-	3AAI-S--	ἔβαλεν	βάλλω		ba/llw
271215	RA	----NSM-	ὁ	ὁ		o(
271215	N-	----NSM-	ὄφις	ὄφις		o)/fij
271215	P-	--------	ἐκ	ἐκ		e)k
271215	RA	----GSN-	τοῦ	ὁ		o(
271215	N-	----GSN-	στόματος	στόμα		sto/ma
271215	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
271215	P-	--------	ὀπίσω	ὀπίσω		o)pi/sw
271215	RA	----GSF-	τῆς	ὁ		o(
271215	N-	----GSF-	γυναικὸς	γυνή		gunh/
271215	N-	----ASN-	ὕδωρ	ὕδωρ		u(/dwr
271215	C-	--------	ὡς	ὡς		w(j
271215	N-	----ASM-	ποταμόν	ποταμός	,	potamo/j
271215	C-	--------	ἵνα	ἵνα		i(/na
271215	RP	----ASF-	αὐτὴν	ἑαυτοῦ		e(autou=
271215	A-	----ASF-	ποταμοφόρητον	ποταμοφόρητος		potamofo/rhtoj
271215	V-	3AAS-S--	ποιήσῃ	ποιέω	.	poie/w
271216	C-	--------	καὶ	καί		kai/
271216	V-	3AAI-S--	ἐβοήθησεν	βοηθέω		bohqe/w
271216	RA	----NSF-	ἡ	ὁ		o(
271216	N-	----NSF-	γῆ	γῆ		gh=
271216	RA	----DSF-	τῇ	ὁ		o(
271216	N-	----DSF-	γυναικί	γυνή	,	gunh/
271216	C-	--------	καὶ	καί		kai/
271216	V-	3AAI-S--	ἤνοιξεν	ἀνοίγω		a)noi/gw
271216	RA	----NSF-	ἡ	ὁ		o(
271216	N-	----NSF-	γῆ	γῆ		gh=
271216	RA	----ASN-	τὸ	ὁ		o(
271216	N-	----ASN-	στόμα	στόμα		sto/ma
271216	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
